doc_id,term_density,numeric_density,abbreviation_ratio,redundancy_ratio,sentence_length_cv,short_sentence_ratio,long_sentence_ratio,question_ratio,formulaic_open_ratio,avg_word_length
https://doi.org/10.1108/acmm-01-2014-1345,0.0106951871657754,0.5,0.053475935828877004,0.0053475935828877,0.27387824657330223,0.0,0.0,0.0,0.0,6.566844919786096
https://doi.org/10.5006/1787,0.08333333333333333,0.6666666666666666,0.0,0.0,0.45550301118354736,0.0,0.6666666666666666,0.0,0.3333333333333333,6.095238095238095
https://doi.org/10.5006/1709,0.05434782608695652,0.25,0.0,0.0,0.23413760031019581,0.0,0.0,0.0,0.25,5.956521739130435
https://doi.org/10.5006/1818,0.022304832713754646,0.18181818181818182,0.02973977695167286,0.0,0.4531353012919331,0.0,0.2727272727272727,0.0,0.0,5.609665427509293
https://doi.org/10.5006/1837,0.045,0.0,0.015,0.005,0.3261901286060018,0.0,0.3333333333333333,0.0,0.0,5.945
https://doi.org/10.5006/1927,0.046875,0.5,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,7.125
https://doi.org/10.5006/1566,0.01990049751243781,0.2222222222222222,0.0,0.009950248756218905,0.382276073876588,0.0,0.1111111111111111,0.0,0.0,5.830845771144278
https://doi.org/10.5006/1766,0.046511627906976744,0.5714285714285714,0.046511627906976744,0.0,0.2645189108390076,0.0,0.0,0.0,0.0,6.1976744186046515
https://doi.org/10.5006/1770,0.01910828025477707,0.7272727272727273,0.0031847133757961785,0.0031847133757961785,0.3338029337134746,0.0,0.09090909090909091,0.0,0.18181818181818182,5.646496815286624
https://doi.org/10.5006/1672,0.027932960893854747,0.3333333333333333,0.0,0.00558659217877095,0.40934894082061163,0.0,0.5,0.0,0.16666666666666666,6.016759776536313
https://doi.org/10.5006/1916,0.022857142857142857,0.1,0.022857142857142857,0.0,0.3245090483314442,0.1,0.0,0.0,0.0,5.331428571428572
https://doi.org/10.5006/1848,0.03305785123966942,0.3333333333333333,0.012396694214876033,0.0,0.2840138888832989,0.0,0.1111111111111111,0.0,0.1111111111111111,5.214876033057851
https://doi.org/10.5006/1703,0.02857142857142857,0.75,0.009523809523809525,0.0,0.3368521749300456,0.0,0.0,0.0,0.0,5.6
https://doi.org/10.5006/1852,0.08270676691729323,0.4,0.03007518796992481,0.0,0.5875255517469564,0.2,0.4,0.0,0.0,6.541353383458647
